Fps,Vertices,Metallic,Smoothness,ShallowWaterDepth,DeepWaterDepth,RefractionScale,RefractionSpeed,RefractionStrength,FoamScale,FoamAmount,FoamCutoff,FoamSpeed,NormalWaveBias,BigNormalWaveTiling,SmallNormalWaveTiling,WaveBias,BigWaveMovementScale,SmallWaveMovementScale,WaveSpeed,WaveStrength,WaveColourSharpness,WaveFoamCutoff
94,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,130,1,0.7
91,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,120,1,0.7
84,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,110,1,0.7
80,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,100,1,0.7
66,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,90,1,0.7
67,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,80,1,0.7
67,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,70,1,0.7
59,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,60,1,0.7
52,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,50,1,0.7
43,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,40,1,0.7
37,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,30,1,0.7
30,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,20,1,0.7
26,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,200,1,0.7
99,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,190,1,0.7
97,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,180,1,0.7
89,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,170,1,0.7
100,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,160,1,0.7
100,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,150,1,0.7
96,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,140,1,0.7
95,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,130,1,0.7
87,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,120,1,0.7
75,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,110,1,0.7
74,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,100,1,0.7
77,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,90,1,0.7
72,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,80,1,0.7
65,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,70,1,0.7
58,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,60,1,0.7
50,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,50,1,0.7
44,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,40,1,0.7
35,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,30,1,0.7
29,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,20,1,0.7
26,263169,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,140,2,0.1,200,1,0.7
