Fps,Vertices,Metallic,Smoothness,ShallowWaterDepth,DeepWaterDepth,RefractionScale,RefractionSpeed,RefractionStrength,FoamScale,FoamAmount,FoamCutoff,FoamSpeed,NormalWaveBias,BigNormalWaveTiling,SmallNormalWaveTiling,WaveBias,BigWaveMovementScale,SmallWaveMovementScale,WaveSpeed,WaveStrength,WaveColourSharpness,WaveFoamCutoff
68,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,170,1,0.7
66,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,160,1,0.7
63,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,150,1,0.7
61,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,140,1,0.7
58,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,130,1,0.7
57,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,120,1,0.7
53,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,110,1,0.7
50,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,100,1,0.7
45,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,90,1,0.7
42,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,80,1,0.7
38,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,70,1,0.7
34,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,60,1,0.7
29,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,50,1,0.7
25,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,40,1,0.7
20,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,30,1,0.7
16,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,120,2,0.1,20,1,0.7
15,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,200,1,0.7
70,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,190,1,0.7
70,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,180,1,0.7
67,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,170,1,0.7
64,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,160,1,0.7
61,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,150,1,0.7
61,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,140,1,0.7
57,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,130,1,0.7
55,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,120,1,0.7
51,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,110,1,0.7
48,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,100,1,0.7
45,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,90,1,0.7
42,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,80,1,0.7
38,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,70,1,0.7
33,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,60,1,0.7
28,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,50,1,0.7
24,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,40,1,0.7
19,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,30,1,0.7
15,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,130,2,0.1,20,1,0.7
14,1050625,0.75,0.75,5,10,3,0.05,0.5,170,1,2,1,0.5,4,7,0.5,140,2,0.1,200,1,0.7
